0d5cd2de429ae6b25815112fe413400c;ffd879577b82fff8b1337fabae7d3147;https://safe-verify.servebeer.com/amazonV1E/10351/;https://www.amazon.com/ap/cvf/request?arb=bf9679c2-dedb-4358-a818-e7e85ccaf36b;amazon
0d5cd2de429ae6b25815112fe413400c;ffd879577b82fff8b1337fabae7d3147;https://safe-verify.servebeer.com/amazonV1E/02a6a/;https://www.amazon.com.tr/ap/signin?_encoding=UTF8&openid.assoc_handle=trflex&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.mode=checkid_setup&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0&openid.ns.pape=http%3A%2F%2Fspecs.openid.net%2Fextensions%2Fpape%2F1.0&openid.pape.max_auth_age=0&openid.return_to=https%3A%2F%2Fwww.amazon.com.tr%2Fgp%2Fyourstore%2Fcard%3Fie%3DUTF8%26ref_%3Dcust_rec_intestitial_signin;amazon
0d5cd2de429ae6b25815112fe413400c;ffd879577b82fff8b1337fabae7d3147;https://safe-verify.servebeer.com/amazonV1E/51b2d/;https://www.amazon.com.tr/ap/signin?openid.pape.max_auth_age=900&openid.return_to=https%3A%2F%2Fwww.amazon.com.tr%2Fap%2Fcnep%3Fie%3DUTF8%26orig_return_to%3Dhttps%253A%252F%252Fwww.amazon.com.tr%252Fyour-account%26openid.assoc_handle%3Dtrflex%26pageId%3Dtrflex&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=trflex&openid.mode=checkid_setup&openid.ns.pape=http%3A%2F%2Fspecs.openid.net%2Fextensions%2Fpape%2F1.0&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0;amazon
0d5cd2de429ae6b25815112fe413400c;ffd879577b82fff8b1337fabae7d3147;https://safe-verify.servebeer.com/amazonV1E/2fd53/;https://www.amazon.com.tr/ap/signin?_encoding=UTF8&accountStatusPolicy=P1&openid.assoc_handle=trflex&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.mode=checkid_setup&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0&openid.ns.pape=http%3A%2F%2Fspecs.openid.net%2Fextensions%2Fpape%2F1.0&openid.pape.max_auth_age=0&openid.return_to=https%3A%2F%2Fwww.amazon.com.tr%2Fgp%2Fyour-account%2Forder-history%3Fie%3DUTF8%26%252AVersion%252A%3D1%26%252Aentries%252A%3D0%26ref_%3Dya_aw_converge&pageId=webcs-yourorder&showRmrMe=1;amazon
0d5cd2de429ae6b25815112fe413400c;83124d7b26133291346ffc26d255326a;https://safe-verify.servebeer.com/amazonV1E/891a5/;https://sellercentral.amazon.ae/ap/cvf/request?arb=0cc3b4c6-03d7-42da-8528-1479fe91755e;amazon
0d5cd2de429ae6b25815112fe413400c;	ffd879577b82fff8b1337fabae7d3147;	https://www.nitere.hr/wp-content/themes/amazonV1E/b1c07/	https://www.amazon.ae/ap/cvf/request?arb=8b272e50-824a-4623-8e87-c3953a27d771	amazon
0d5cd2de429ae6b25815112fe413400c;	83124d7b26133291346ffc26d255326a;	https://www.nitere.hr/wp-content/themes/amazonV1E/70dd9/	https://sellercentral.amazon.com.tr/ap/signin?openid.pape.max_auth_age=0&openid.return_to=https%3A%2F%2Fsellercentral.amazon.com.tr%2Fhome&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=sc_tr_amazon_v2&openid.mode=checkid_setup&language=en_GB&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&pageId=sc_tr_amazon_v2&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0&	amazon
0d5cd2de429ae6b25815112fe413400c;	e7b660b17f25e0d9cb43b60a811c00a9;	https://sslgprints.com/wp-includes/ID-3/amazon/	    https://sellercentral.amazon.ae/ap/signin?openid.pape.max_auth_age=900&openid.return_to=https%3A%2F%2Fsellercentral.amazon.ae%2Fap%2Fcnep%3Fie%3DUTF8%26orig_return_to%3Dhttps%253A%252F%252Fsellercentral.amazon.ae%252Fhome%26openid.assoc_handle%3Damzn_sc_ae_v2%26language%3Den_AE%26pageId%3Dsc_amazon_cnep&openid.assoc_handle=amzn_sc_ae_v2&openid.mode=checkid_setup&language=en_AE&pageId=sc_amazon_cnep&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0&ssoResponse=eyJ6aXAiOiJERUYiLCJlbmMiOiJBMjU2R0NNIiwiYWxnIjoiQTI1NktXIn0.LxtUHc7VByKlYGjGEKl-VWHhVo--qm-4fjqImjWK0bPrKiN49ZKcGw.1JFSaLkKVWZRdAkA.-CF35T6DDU7GtPZ2V_OcMndpN6C3gD_7EJsm7mgF5OPu55PunErGsbnAtAHIzfJ3rBhtG2qOcyg2GmCQOkQVXu3yk6ChoaCVd-yIWPGUUZtS86Ilw0BilbyAYf0_0cNK87Y3eH2Pkj0GBewcNtrxaqoHA6jqkehq4W5Ac5qjT46xnX-rGDUX3mTIMbDkW4Ku6HjzJKaEiakQt4gGQGLB6mTWPf4YsINglnIuziO1Jk4jUTA3OJzOV89SQKq1um_QkseK.r3DpmYp1oTr1W6aUe27ILA	amazon
0d5cd2de429ae6b25815112fe413400c;	afab15b6cd90146ba0563e2d70573f7b;	https://fnt.pt/.well-known/admin/228f8/     https://sellercentral.amazon.com.tr/ap/signin?openid.pape.max_auth_age=0&openid.return_to=https%3A%2F%2Fsellercentral.amazon.com.tr%2Fhome&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=sc_tr_amazon_v2&openid.mode=checkid_setup&language=en_GB&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&pageId=sc_tr_amazon_v2&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0&	amazon
0d5cd2de429ae6b25815112fe413400c;	c96f8fe548a5cd88f8dbac696bd4d87b;	https://fnt.pt/.well-known/admin/66a22/     https://www.amazon.ae/ap/signin?ie=UTF8&openid.pape.max_auth_age=0&openid.return_to=https%3A%2F%2Faffiliate-program.amazon.ae%2F&openid.assoc_handle=amzn_associates_ae&openid.mode=checkid_setup&marketPlaceId=A2VIGQ35RCS4UG&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0&switch_account=auth_prompt&ignoreAuthState=1&openid.identity=https%3A%2F%2Fwww.amazon.ae%2Fap%2Fid%2Famzn1.account.AGUKBKZLRMKOQQK6JI5VYOM6HLFQ&openid.claimed_id=https%3A%2F%2Fwww.amazon.ae%2Fap%2Fid%2Famzn1.account.AGUKBKZLRMKOQQK6JI5VYOM6HLFQ	amazon
788a5cdaeb224eea273cabd38282b332;	489e387b47fcee4bcf9f506dac6edb52;	http://wcv2.com/1/login.php	    https://www.paypal.com/us/signin	paypal
9bbfcb9ec0208634b129877b23d524ce;	b2768481d31a542a7b6cf6e0974f51c9;	https://jweatherwax.bluehoststaff.com/training/customer_center/user-235582/	    https://www.paypal.com/us/signin	paypal
53bbcf3ddc323c3601830ebdf16c2328;	489e387b47fcee4bcf9f506dac6edb52;	http://acces-univ.com/Den.php?url=/ls/Paypal.com/?i=31239&i=31239	https://www.paypal.com/us/signin	paypal
d559de5c8122dead4b3e81a2e06a4b9c;	b2768481d31a542a7b6cf6e0974f51c9;	http://klebezeit.de/js/prototype/windows/themes/lighting/index2.php	    https://www.paypal.com/us/signin	paypal
015b6cc46e11bec4176cb20429be0b43;	489e387b47fcee4bcf9f506dac6edb52;	https://www.paypal-transfertcompte.com/b/	https://www.paypal.com/us/signin	paypal
